time,experiment,biomass,substrate,product,inhibitor,initial_biomass,initial_substrate,initial_inhibitor
0.0,1,0.1049691529721613,11.590406773315891,0.0,1.529637944974819,0.1,12.0,1.5
0.5263157894736842,1,0.0969978147119171,12.617598093503926,0.0012795256842990912,1.3825167652314285,0.1,12.0,1.5
1.0526315789473684,1,0.10908292576360061,11.586687036381571,0.0025602972208996844,1.398672469500283,0.1,12.0,1.5
1.5789473684210527,1,0.11208944953671199,11.844290367975026,0.004246259782678351,1.2951544213717263,0.1,12.0,1.5
2.1052631578947367,1,0.11465141095028171,11.760216393130271,0.0063293292950441365,1.1292885257575425,0.1,12.0,1.5
2.631578947368421,1,0.1285312109948421,12.293812622436201,0.00728202964428012,1.152007812910265,0.1,12.0,1.5
3.1578947368421053,1,0.1255116229800296,12.35423672603231,0.008784477513746156,1.1203589170880686,0.1,12.0,1.5
3.6842105263157894,1,0.1440448784670659,11.150081367597346,0.011026860901564926,1.0855521471612004,0.1,12.0,1.5
4.2105263157894735,1,0.14311717657339862,12.805553474783942,0.012740769074022688,1.0503332759262056,0.1,12.0,1.5
4.7368421052631575,1,0.1360595855205839,12.25484237594146,0.013890070608728128,0.9256313683877003,0.1,12.0,1.5
5.263157894736842,1,0.15573528556566296,11.80910983865715,0.01573825505492187,0.8441070990010408,0.1,12.0,1.5
5.789473684210526,1,0.14898648652772922,12.248372755319878,0.0185290222063304,0.8547322759189059,0.1,12.0,1.5
6.315789473684211,1,0.16974934775231168,11.324783489358365,0.02172220440815647,0.7759604300442023,0.1,12.0,1.5
6.842105263157895,1,0.181445504539921,12.092895834575707,0.02407782947939608,0.7238244318889451,0.1,12.0,1.5
7.368421052631579,1,0.1909064112639965,12.152792716403521,0.02592043394196566,0.7789585021573201,0.1,12.0,1.5
7.894736842105263,1,0.19342515381790343,10.747260130522562,0.02581958670185775,0.6447483552063228,0.1,12.0,1.5
8.421052631578947,1,0.19137551633092117,12.374744404274768,0.03225450248686514,0.6698836828676795,0.1,12.0,1.5
8.947368421052632,1,0.20078928639916696,12.171307978789697,0.0341499716504397,0.6259362169831941,0.1,12.0,1.5
9.473684210526315,1,0.22189192849147074,12.477252740899653,0.037957240252422565,0.6070804292680039,0.1,12.0,1.5
10.0,1,0.20837556606188168,11.032576681127079,0.03998314256308653,0.5875991622352735,0.1,12.0,1.5
0.0,2,0.39321214551569345,5.102455868571126,0.19757594024321312,0.7675320636420625,0.4,5.0,0.8
0.5263157894736842,2,0.39366283413290876,5.124949966307615,0.20276972570494334,0.7678016075443805,0.4,5.0,0.8
1.0526315789473684,2,0.4425447363161144,4.814989389113606,0.20445653385355445,0.7690616328326815,0.4,5.0,0.8
1.5789473684210527,2,0.5178390944101507,4.709584275369644,0.2189505932087756,0.6889218350854903,0.4,5.0,0.8
